LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 30.7777082028804, 30.7777082028804, 0.6812773951158422, 9.374785428189968, 9.374785428189968, 32.0,
