LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 0.34408602150537637, 5.505376344086022, 0.8602150537634409, 0.030505243088655862, 0.4880838894184938, 16.0,
