LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 0.11469534050179211, 3.6702508960573477, 1.3763440860215055, 0.0076263107721639654, 0.9761677788369876, 32.0,
